algo_config,dgp_config_folder,algorithm_name,algorithm,method,dataset,feature_dim,n_samples,mc_iterations,n_estimators,max_depth,max_features,es_offset,estimate_noise_before_sampling,rf_random_state,kappa,ensemble_fit_duration (mean),ensemble_fit_duration (median),bootstrap_mean_noise_level (mean),bootstrap_sd_noise_level (median),train_acc (mean),train_acc (median),test_acc (mean),test_acc (median),mean_tree_fit_duration (mean),mean_tree_fit_duration (median),median_tree_fit_duration (mean),median_tree_fit_duration (median),mean_n_leaves (mean),mean_n_leaves (median),sd_n_leaves (mean),sd_n_leaves (median),median_n_leaves (mean),median_n_leaves (median),mean_depth (mean),mean_depth (median),sd_depth (mean),sd_depth (median),median_depth (mean),median_depth (median),sd_train_acc (mean),sd_train_acc (median),mean_train_acc (mean),mean_train_acc (median),median_train_acc (mean),median_train_acc (median),sd_test_acc (mean),sd_test_acc (median),mean_test_acc (mean),mean_test_acc (median),median_test_acc (mean),median_test_acc (median),noise_level (mean),noise_level (median),noise_true_vs_estimate (mean),noise_true_vs_estimate (median),avg_noise_b_true_vs_estimate (mean),avg_noise_b_true_vs_estimate (median),f1_test (mean),f1_test (median),log_loss_test (mean),log_loss_test (median),mcc_test (mean),mcc_test (median),noise_est_time (mean),noise_est_time (median),train_acc_1_trees (mean),train_acc_2_trees (mean),train_acc_3_trees (mean),train_acc_1_trees (median),train_acc_2_trees (median),train_acc_3_trees (median),test_acc_1_trees (mean),test_acc_2_trees (mean),test_acc_3_trees (mean),test_acc_1_trees (median),test_acc_2_trees (median),test_acc_3_trees (median)
IGES_RF_star.yaml,standard,IGES*,IES*,RF,additive_sparse_jump,30,2000,5,3,,sqrt,0,True,7,mean_var,1.243642520904541,1.2331976890563965,0.0654334191690138,0.0020005796559815986,0.9658000000000001,0.966,0.807,0.813,0.4094736,0.408696,0.31346359999999995,0.308862,94.66666666666666,94.0,5.983858647111404,6.18241233033047,94.4,90.0,13.133333333333335,13.333333333333334,1.2428014035918271,0.816496580927726,13.2,13.0,0.005392882483473709,0.004784233364802446,0.9116,0.9136666666666667,0.9103999999999999,0.911,0.011527022039699245,0.010338708279513891,0.7527333333333334,0.7566666666666667,0.7564,0.759,0.06525976864231883,0.06454670972269316,nan,nan,nan,nan,0.836427541091172,0.841927303465765,1.9419852374942717,2.0547772596823535,0.6019074566621994,0.6135363211576926,nan,nan,0.9146000000000001,0.9136000000000001,0.9658000000000001,0.911,0.912,0.966,0.7592,0.7606,0.807,0.759,0.749,0.813
