algo_config,dgp_config_folder,algorithm_name,algorithm,method,dataset,feature_dim,n_samples,mc_iterations,n_estimators,max_depth,max_features,es_offset,estimate_noise_before_sampling,rf_random_state,kappa,ensemble_fit_duration (mean),ensemble_fit_duration (median),bootstrap_mean_noise_level (mean),bootstrap_sd_noise_level (median),train_acc (mean),train_acc (median),test_acc (mean),test_acc (median),mean_tree_fit_duration (mean),mean_tree_fit_duration (median),median_tree_fit_duration (mean),median_tree_fit_duration (median),mean_n_leaves (mean),mean_n_leaves (median),sd_n_leaves (mean),sd_n_leaves (median),median_n_leaves (mean),median_n_leaves (median),mean_depth (mean),mean_depth (median),sd_depth (mean),sd_depth (median),median_depth (mean),median_depth (median),sd_train_acc (mean),sd_train_acc (median),mean_train_acc (mean),mean_train_acc (median),median_train_acc (mean),median_train_acc (median),sd_test_acc (mean),sd_test_acc (median),mean_test_acc (mean),mean_test_acc (median),median_test_acc (mean),median_test_acc (median),noise_level (mean),noise_level (median),noise_true_vs_estimate (mean),noise_true_vs_estimate (median),avg_noise_b_true_vs_estimate (mean),avg_noise_b_true_vs_estimate (median),f1_test (mean),f1_test (median),log_loss_test (mean),log_loss_test (median),mcc_test (mean),mcc_test (median),noise_est_time (mean),noise_est_time (median),train_acc_1_trees (mean),train_acc_2_trees (mean),train_acc_3_trees (mean),train_acc_1_trees (median),train_acc_2_trees (median),train_acc_3_trees (median),test_acc_1_trees (mean),test_acc_2_trees (mean),test_acc_3_trees (mean),test_acc_1_trees (median),test_acc_2_trees (median),test_acc_3_trees (median)
MD_RF_scikit.yaml,standard,MD_scikit,MD_scikit,RF,additive_sparse_jump,30,2000,5,3,,sqrt,,True,7,,0.03056507110595703,0.021296262741088867,nan,nan,0.9693999999999999,0.969,0.8211999999999999,0.82,nan,nan,nan,nan,93.66666666666666,93.0,27.5933264528292,27.353650985238193,98.4,99.0,13.933333333333334,14.0,1.715988132822068,1.632993161855452,14.2,14.0,0.02783222564515412,0.027820855486487134,0.914,0.9133333333333334,0.9158,0.928,0.07204532618121014,0.07355874447602329,0.7574666666666666,0.7553333333333333,0.7418,0.742,0.06525976864231883,0.06454670972269316,nan,nan,nan,nan,0.8511173975874554,0.8484848484848485,1.6083986592809385,1.5576479342508345,0.6284734746545684,0.6320619877232351,nan,nan,0.907,0.8992000000000001,0.9693999999999999,0.928,0.897,0.969,0.7298,0.7188000000000001,0.8211999999999999,0.742,0.731,0.82
